Transaction ID,Product ID,Location ID,Transaction Type,Quantity,Unit Cost,Transaction Date,Reference Number,Created By User
TXN-00480,PLA-MUD-005,BRA-003,ISSUE,-51,1161.94,2/2/2025,PO-0001,Mia Johansson
TXN-00481,ELE-PAR-023,NAG-003,TRANSFER,-313,1516.03,4/14/2025,PO-0054,Zara Khalid
TXN-00482,BRA-BRA-207,SAO-001,ISSUE,-364,401.95,3/5/2025,PO-0027,Nora Lindberg
TXN-00483,BRA-BRA-164,CHI-002,TRANSFER,-240,360.48,5/17/2025,PO-0031,Mia Johansson
TXN-00484,QUA-COA-157,NAG-003,RECEIPT,315,2261.35,3/19/2025,PO-0092,Chen Xi
TXN-00485,QUA-COA-157,DEL-002,TRANSFER,-433,2261.35,4/19/2025,PO-0045,Anton Kuznetsov
TXN-00486,BRA-WHE-002,FRA-003,RECEIPT,108,1172.89,3/3/2025,PO-0068,Chloe Smith
TXN-00487,LIG-TRU-159,DAL-003,TRANSFER,-269,1619.39,3/29/2025,PO-0060,Jason Zhao
TXN-00488,CAB-ABS-161,OSA-002,RECEIPT,151,447.34,2/14/2025,PO-0025,Ananya Iyer
TXN-00489,QUA-PRE-204,HYD-003,TRANSFER,-442,1855.01,6/2/2025,PO-0064,Mia Johansson
TXN-00490,MEC-LEV-041,OSA-002,RECEIPT,37,1774.88,7/16/2025,PO-0047,Pedro Ramos
TXN-00491,MEC-NUT-054,BER-001,ISSUE,-181,1068.61,7/8/2025,PO-0098,Ella Fischer
TXN-00492,ELE-SEN-012,DEL-002,TRANSFER,-36,134.85,6/18/2025,PO-0023,Elena Rossi
TXN-00493,BRA-BRA-202,BAN-001,ISSUE,-273,690.44,3/2/2025,PO-0010,Hannah Becker
TXN-00494,BRA-BRA-185,MUN-002,TRANSFER,-306,561.66,4/25/2025,PO-0054,Raj Patel
TXN-00495,PAC-STR-192,OSA-002,ISSUE,-127,2221.35,3/1/2025,PO-0042,Ahmed Khan
TXN-00496,TOO-HAM-026,NEW-001,TRANSFER,-221,1596.41,3/24/2025,PO-0049,Julia Novak
TXN-00497,PLA-BUM-019,MUN-002,TRANSFER,-258,540.75,2/14/2025,PO-0056,Nora Lindberg
TXN-00498,ELE-WIR-056,BRA-003,TRANSFER,-242,1672.27,3/18/2025,PO-0050,Anna Petrova
TXN-00499,QUA-IMP-035,MUN-002,TRANSFER,-109,2053.14,7/12/2025,PO-0046,Yuki Tanaka
TXN-00500,PLA-DOO-052,DAL-003,RECEIPT,26,1041.96,7/28/2025,PO-0073,Zanele Dlamini
TXN-00501,RAW-COP-072,HYD-003,RECEIPT,446,1181.06,5/31/2025,PO-0059,Anton Kuznetsov
TXN-00502,BRA-BRA-044,SAO-001,ISSUE,-122,1011.98,4/17/2025,PO-0078,Elena Rossi
TXN-00503,PAC-COR-203,SAO-001,TRANSFER,-497,461.7,7/7/2025,PO-0022,Noah Becker
TXN-00504,ELE-ABS-142,RIO-002,RECEIPT,54,2132.33,5/17/2025,PO-0067,Zoey Martin
TXN-00505,ELE-WIR-056,TOK-001,ISSUE,-438,1672.27,5/30/2025,PO-0036,Liam Johnson
TXN-00506,CAB-AC-187,BER-001,TRANSFER,-456,1718.38,4/5/2025,PO-0032,Amelia Clarke
TXN-00507,MEC-LAT-112,TOK-001,RECEIPT,466,1365.96,7/2/2025,PO-0020,Noah Becker
TXN-00508,BRA-WHE-002,BER-001,RECEIPT,30,1172.89,6/1/2025,PO-0094,Jason Zhao
TXN-00509,MEC-CHA-130,BAN-001,ISSUE,-281,690.83,5/12/2025,PO-0062,Natalie Becker
TXN-00510,CAB-TAI-179,RIO-002,RECEIPT,241,1938.18,6/7/2025,PO-0031,Isla Thompson
TXN-00511,CAB-BON-143,SAO-001,RECEIPT,364,2182.23,5/16/2025,PO-0028,Grace O'Connor
TXN-00512,TOO-TOR-092,CHI-002,RECEIPT,341,1663.26,2/24/2025,PO-0003,Nikhil Rao
TXN-00513,LIG-HEA-172,CHI-002,RECEIPT,370,1640.76,5/29/2025,PO-0074,Victor Hugo
TXN-00514,BRA-BRA-150,BAN-001,ISSUE,-247,366.36,3/8/2025,PO-0091,Haruto Saito
TXN-00515,PLA-BOO-048,SAO-001,ISSUE,-330,1110.98,5/30/2025,PO-0091,Vinay Kumar
TXN-00516,LIG-DAS-001,RIO-002,TRANSFER,-46,244.87,5/10/2025,PO-0089,Ivan Petrov
TXN-00517,LIG-PRO-136,BAN-001,ISSUE,-228,2141.47,4/11/2025,PO-0090,Marie Dubois
TXN-00518,MEC-BRA-139,TOK-001,RECEIPT,413,258.28,7/26/2025,PO-0011,Dmitri Fedorov
TXN-00519,QUA-THI-086,NAG-003,RECEIPT,273,1428.93,7/23/2025,PO-0047,Takeshi Yamamoto
TXN-00520,RAW-FIB-029,BER-001,ISSUE,-248,777.56,7/9/2025,PO-0006,James Walker
TXN-00521,PLA-INS-094,HYD-003,TRANSFER,-296,636,7/31/2025,PO-0009,Ali Reza
TXN-00522,BRA-DIS-182,SAO-001,RECEIPT,80,816.19,4/27/2025,PO-0031,Freya Evans
TXN-00523,TOO-VER-030,OSA-002,ISSUE,-387,1708.35,6/29/2025,PO-0090,Lea Zimmermann
TXN-00524,CAB-GRO-193,NAG-003,RECEIPT,174,1826.74,5/2/2025,PO-0035,Mei Lin
TXN-00525,ELE-CON-175,BER-001,ISSUE,-37,696.94,2/17/2025,PO-0048,Sebastian Miller
TXN-00526,QUA-GO/-116,MUN-002,TRANSFER,-279,812.58,3/4/2025,PO-0061,Yasmine El-Gamal
TXN-00527,PAC-CLO-137,OSA-002,TRANSFER,-470,2284.44,4/16/2025,PO-0058,Dmitri Fedorov
TXN-00528,PAC-PLA-095,SAO-001,TRANSFER,-494,1859.77,7/28/2025,PO-0009,Ines Costa
TXN-00529,MEC-BUS-118,DEL-002,RECEIPT,210,110.18,3/18/2025,PO-0037,Emma Dubois
TXN-00530,LIG-INS-028,HYD-003,ISSUE,-67,929.35,7/29/2025,PO-0019,Chen Xi
TXN-00531,CAB-POW-039,RIO-002,RECEIPT,276,1495.46,7/11/2025,PO-0003,Olivia Jones
TXN-00532,MEC-WAS-107,OSA-002,TRANSFER,-487,535.45,3/6/2025,PO-0061,Sebastian Miller
TXN-00533,RAW-CER-108,MUN-002,TRANSFER,-340,1384.46,2/6/2025,PO-0038,Ines Costa
TXN-00534,PLA-PIL-017,BAN-001,RECEIPT,437,1682.51,6/14/2025,PO-0083,Ivan Petrov
TXN-00535,LIG-REV-106,TOK-001,ISSUE,-345,1556.36,7/16/2025,PO-0042,Zoey Martin
TXN-00536,MEC-SHA-152,OSA-002,TRANSFER,-281,403.36,6/21/2025,PO-0057,Ella Fischer
TXN-00537,TOO-CLA-078,TOK-001,RECEIPT,469,2354.26,4/20/2025,PO-0022,Mohamed Ben Salah
TXN-00538,TOO-SOC-067,NEW-001,ISSUE,-200,846.96,4/15/2025,PO-0099,Takeshi Yamamoto
TXN-00539,BRA-BRA-038,DAL-003,ISSUE,-243,2193.83,3/15/2025,PO-0080,Elena Rossi
TXN-00540,RAW-BRA-183,FRA-003,ISSUE,-103,1058.19,3/17/2025,PO-0091,Zara Khalid
TXN-00541,PAC-GUM-171,SAO-001,RECEIPT,92,933.82,4/2/2025,PO-0015,Sophia Miller
TXN-00542,LIG-HAL-082,TOK-001,RECEIPT,235,2402.36,4/8/2025,PO-0048,William Brown
TXN-00543,RAW-ALU-053,FRA-003,TRANSFER,-27,1005.14,7/21/2025,PO-0041,Sebastian Miller
TXN-00544,BRA-BRA-038,DAL-003,ISSUE,-286,2193.83,3/14/2025,PO-0069,Igor Popov
TXN-00545,BRA-BRA-032,BRA-003,RECEIPT,217,71.72,6/8/2025,PO-0099,Nora Lindberg
TXN-00546,MEC-BUS-118,BRA-003,ISSUE,-89,110.18,2/2/2025,PO-0095,Freya Evans
TXN-00547,MEC-CHA-130,DAL-003,TRANSFER,-371,690.83,4/17/2025,PO-0061,Olivia Jones
TXN-00548,ELE-OXY-194,TOK-001,TRANSFER,-85,2384.45,6/25/2025,PO-0094,Chiara Romano
TXN-00549,ELE-TOU-087,NAG-003,RECEIPT,384,2128.87,6/3/2025,PO-0006,Juan Perez
TXN-00550,PAC-THE-174,FRA-003,RECEIPT,167,257.39,2/7/2025,PO-0052,Dmitri Fedorov
TXN-00551,RAW-COP-216,NEW-001,ISSUE,-192,203.88,2/24/2025,PO-0042,Zanele Dlamini
TXN-00552,RAW-NYL-156,OSA-002,RECEIPT,308,1419.16,6/15/2025,PO-0029,Katerina Ivanova
TXN-00553,BRA-PAR-197,CHI-002,RECEIPT,21,890.46,2/22/2025,PO-0069,Ravi Shankar
TXN-00554,PAC-THE-174,OSA-002,RECEIPT,272,257.39,5/12/2025,PO-0025,Zoey Martin
TXN-00555,LIG-HAL-082,TOK-001,TRANSFER,-271,2402.36,2/15/2025,PO-0086,James Walker
TXN-00556,MEC-HIN-102,HYD-003,TRANSFER,-447,1234.45,5/21/2025,PO-0048,Mason Hill
TXN-00557,BRA-BRA-096,BAN-001,ISSUE,-186,1849.13,5/1/2025,PO-0040,Ravi Shankar
TXN-00558,RAW-FOA-144,DEL-002,RECEIPT,382,1714.15,5/25/2025,PO-0095,Anton Kuznetsov
TXN-00559,TOO-DIA-206,MUN-002,ISSUE,-93,1806.77,5/20/2025,PO-0094,Anton Kuznetsov
TXN-00560,PAC-AIR-036,RIO-002,TRANSFER,-316,490.89,2/23/2025,PO-0019,Lea Zimmermann
TXN-00561,TOO-CLA-078,MUN-002,TRANSFER,-181,2354.26,2/17/2025,PO-0076,Alicia Thomas
TXN-00562,LIG-HIG-097,DEL-002,RECEIPT,219,747.65,7/14/2025,PO-0035,Anton Kuznetsov
TXN-00563,QUA-HAR-045,FRA-003,ISSUE,-373,1665.67,6/26/2025,PO-0097,Juan Perez
TXN-00564,PLA-DOO-052,HYD-003,ISSUE,-158,1041.96,6/22/2025,PO-0063,Sophia Miller
TXN-00565,TOO-SPA-211,RIO-002,ISSUE,-437,777.96,6/30/2025,PO-0039,Chen Xi
TXN-00566,RAW-FOA-144,NAG-003,ISSUE,-124,1714.15,2/7/2025,PO-0001,Chen Wei
TXN-00567,LIG-GLO-068,CHI-002,TRANSFER,-437,2299.66,7/13/2025,PO-0061,Daniel Kim
TXN-00568,RAW-PVC-168,OSA-002,ISSUE,-223,167.41,3/18/2025,PO-0063,Zara Khalid
TXN-00569,LIG-ROO-166,NEW-001,RECEIPT,71,1685.34,4/12/2025,PO-0064,Tom Novak
TXN-00570,RAW-RUB-154,NAG-003,ISSUE,-307,2134.81,6/4/2025,PO-0073,Ben Williams
TXN-00571,TOO-SOC-067,OSA-002,TRANSFER,-253,846.96,7/28/2025,PO-0016,Anna Petrova
TXN-00572,MEC-STU-132,NAG-003,TRANSFER,-18,1933.96,4/8/2025,PO-0021,Salma Nasser
TXN-00573,TOO-GRI-015,HYD-003,ISSUE,-246,214.14,7/28/2025,PO-0018,Aisha Khan
TXN-00574,LIG-IND-042,BAN-001,ISSUE,-194,184.23,5/19/2025,PO-0082,Aisha Khan
TXN-00575,CAB-WIN-013,CHI-002,ISSUE,-281,209.48,7/14/2025,PO-0010,Aditya Varma
TXN-00576,TOO-SAW-050,SAO-001,TRANSFER,-103,2380.48,2/25/2025,PO-0077,Alicia Thomas
TXN-00577,BRA-BRA-043,FRA-003,ISSUE,-456,1802.19,4/22/2025,PO-0088,Natalie Becker
TXN-00578,TOO-CLA-078,CHI-002,TRANSFER,-367,2354.26,7/27/2025,PO-0047,Chloe Smith
TXN-00579,PAC-CLO-137,TOK-001,ISSUE,-431,2284.44,3/9/2025,PO-0002,Juan Perez
TXN-00580,ELE-RAD-133,CHI-002,ISSUE,-408,2053.17,6/5/2025,PO-0053,Emily Chan
TXN-00581,LIG-IND-042,DEL-002,RECEIPT,89,184.23,6/9/2025,PO-0029,Ines Costa
TXN-00582,QUA-PRE-204,BRA-003,TRANSFER,-324,1855.01,7/27/2025,PO-0068,Gabriel Torres
TXN-00583,RAW-BRA-183,FRA-003,TRANSFER,-397,1058.19,3/2/2025,PO-0054,Ella Fischer
TXN-00584,PLA-SID-020,DEL-002,RECEIPT,482,930.12,2/5/2025,PO-0062,Sebastian Miller
TXN-00585,BRA-BRA-080,NAG-003,ISSUE,-81,1336.54,5/25/2025,PO-0077,Clara Weber
TXN-00586,BRA-BRA-196,DAL-003,RECEIPT,373,1395.36,4/19/2025,PO-0004,Victor Hugo
TXN-00587,PAC-SHR-209,DEL-002,RECEIPT,75,546.77,7/28/2025,PO-0019,Zara Khalid
TXN-00588,TOO-THR-059,CHI-002,RECEIPT,117,2101.26,3/6/2025,PO-0011,Laila Haddad
TXN-00589,RAW-STA-177,SAO-001,RECEIPT,49,840.44,2/5/2025,PO-0100,Nikhil Rao
TXN-00590,ELE-OXY-194,BER-001,RECEIPT,110,2384.45,2/28/2025,PO-0005,Mohamed Ben Salah
TXN-00591,PLA-SEA-169,FRA-003,TRANSFER,-40,358.04,6/1/2025,PO-0016,Sofia Garcia
TXN-00592,ELE-SEN-012,DEL-002,ISSUE,-351,134.85,2/3/2025,PO-0097,Chloe Smith
TXN-00593,QUA-DIA-201,DEL-002,TRANSFER,-115,2323.42,7/1/2025,PO-0026,William Brown
TXN-00594,LIG-HEA-172,DAL-003,RECEIPT,56,1640.76,3/10/2025,PO-0096,Rania El-Sayed
TXN-00595,CAB-DOO-149,DAL-003,ISSUE,-92,206.63,6/9/2025,PO-0100,Jasmin Berger
TXN-00596,QUA-COA-157,NEW-001,TRANSFER,-301,2261.35,2/18/2025,PO-0013,Salma Nasser
TXN-00597,BRA-BRA-196,BAN-001,TRANSFER,-121,1395.36,3/22/2025,PO-0037,Abdul Rahman
TXN-00598,ELE-OXY-194,FRA-003,RECEIPT,381,2384.45,2/26/2025,PO-0028,Mei Lin
TXN-00599,ELE-GPS-218,NAG-003,ISSUE,-197,1155.64,7/29/2025,PO-0076,William Brown
TXN-00600,BRA-CAL-113,OSA-002,RECEIPT,102,158.5,5/2/2025,PO-0049,Laila Haddad
TXN-00601,CAB-ACC-055,FRA-003,RECEIPT,218,630.5,3/1/2025,PO-0098,Omar Farouk
TXN-00602,BRA-BRA-032,MUN-002,RECEIPT,276,71.72,3/7/2025,PO-0064,Olivier Laurent
TXN-00603,LIG-LED-093,NAG-003,ISSUE,-295,1380.47,2/11/2025,PO-0011,Amelia Clarke
TXN-00604,TOO-DRI-127,DEL-002,ISSUE,-155,783.77,5/28/2025,PO-0077,Neha Kapoor
TXN-00605,BRA-BRA-080,OSA-002,ISSUE,-125,1336.54,6/22/2025,PO-0053,Olivia Jones
TXN-00606,PLA-DOO-219,BER-001,RECEIPT,448,2112.77,2/18/2025,PO-0061,Sara Cohen
TXN-00607,PAC-PLA-095,HYD-003,RECEIPT,355,1859.77,6/6/2025,PO-0087,Lucas Schmidt
TXN-00608,MEC-HIN-102,MUN-002,TRANSFER,-347,1234.45,7/24/2025,PO-0011,Daniel Kim
TXN-00609,BRA-BRA-037,BER-001,ISSUE,-365,1607.29,7/2/2025,PO-0014,Neha Kapoor
TXN-00610,BRA-BRA-044,DEL-002,ISSUE,-111,1011.98,4/28/2025,PO-0026,Camila Morales
TXN-00611,PLA-GEA-217,BER-001,RECEIPT,129,730.89,5/20/2025,PO-0093,Chen Xi
TXN-00612,RAW-COP-072,SAO-001,TRANSFER,-402,1181.06,6/29/2025,PO-0076,Yuki Tanaka
TXN-00613,ELE-OXY-194,SAO-001,TRANSFER,-492,2384.45,5/14/2025,PO-0046,Yara Mahmoud
TXN-00614,PAC-GUM-171,TOK-001,ISSUE,-258,933.82,6/11/2025,PO-0036,Nora Lindberg
TXN-00615,BRA-PAR-197,MUN-002,RECEIPT,72,890.46,4/6/2025,PO-0063,Chen Xi
TXN-00616,CAB-CHO-060,OSA-002,RECEIPT,25,1105.28,2/26/2025,PO-0095,Takeshi Yamamoto
TXN-00617,CAB-CLU-213,DEL-002,ISSUE,-357,827.02,2/7/2025,PO-0023,Khaled Hamdan
TXN-00618,PLA-SPE-155,OSA-002,ISSUE,-88,2481.8,4/19/2025,PO-0080,Dmitri Fedorov
TXN-00619,MEC-CLI-025,SAO-001,RECEIPT,348,1064.7,6/14/2025,PO-0099,Chen Xi
TXN-00620,PAC-COR-203,MUN-002,RECEIPT,160,461.7,7/20/2025,PO-0064,Zoey Martin
TXN-00621,MEC-CHA-130,CHI-002,TRANSFER,-185,690.83,6/19/2025,PO-0070,Emily Wang
TXN-00622,BRA-BRA-196,BAN-001,ISSUE,-460,1395.36,3/3/2025,PO-0050,Ravi Shankar
TXN-00623,BRA-BRA-081,RIO-002,ISSUE,-236,859.67,5/29/2025,PO-0005,Fatima Noor
TXN-00624,CAB-BAT-046,FRA-003,TRANSFER,-450,1374.36,4/19/2025,PO-0091,Abdul Rahman
TXN-00625,ELE-SPE-126,BER-001,RECEIPT,169,2203.31,5/11/2025,PO-0063,Olivier Laurent
TXN-00626,RAW-FIB-029,TOK-001,TRANSFER,-261,777.56,7/19/2025,PO-0071,Jacob Scott
TXN-00627,MEC-BRA-139,TOK-001,ISSUE,-253,258.28,6/24/2025,PO-0021,Mei Lin
TXN-00628,TOO-GRI-015,BER-001,ISSUE,-263,214.14,7/2/2025,PO-0049,Marie Dubois
TXN-00629,PAC-THE-174,DAL-003,ISSUE,-174,257.39,2/16/2025,PO-0004,Leo Schneider
TXN-00630,ELE-SEN-012,HYD-003,ISSUE,-188,134.85,6/30/2025,PO-0004,Olivier Laurent
TXN-00631,CAB-ABS-161,DAL-003,ISSUE,-59,447.34,5/21/2025,PO-0045,Aisha Khan
TXN-00632,LIG-REV-106,DAL-003,RECEIPT,348,1556.36,4/4/2025,PO-0032,Hannah Becker
TXN-00633,LIG-ROO-166,CHI-002,TRANSFER,-53,1685.34,7/27/2025,PO-0009,Diana Mihai
TXN-00634,TOO-VER-030,DAL-003,RECEIPT,20,1708.35,6/18/2025,PO-0042,Fatima Noor
TXN-00635,MEC-BUS-118,OSA-002,ISSUE,-300,110.18,6/12/2025,PO-0054,Yuki Tanaka
TXN-00636,RAW-MIL-006,NAG-003,ISSUE,-311,2154.76,2/6/2025,PO-0041,Khaled Hamdan
TXN-00637,QUA-MIC-147,BER-001,ISSUE,-303,740.49,2/26/2025,PO-0063,Chloe Smith
TXN-00638,RAW-STA-177,OSA-002,RECEIPT,182,840.44,6/8/2025,PO-0065,Olivier Laurent
TXN-00639,PAC-GUM-171,DAL-003,RECEIPT,324,933.82,4/18/2025,PO-0047,Ben Williams
TXN-00640,PLA-DOO-052,MUN-002,TRANSFER,-443,1041.96,2/20/2025,PO-0069,Samuel Wright
TXN-00641,PLA-ROO-074,CHI-002,RECEIPT,162,506.41,6/27/2025,PO-0052,Natalie Becker
TXN-00642,ELE-ELE-058,TOK-001,TRANSFER,-500,406.3,2/24/2025,PO-0092,Salma Nasser
TXN-00643,MEC-CLI-025,TOK-001,ISSUE,-149,1064.7,2/18/2025,PO-0073,Natalie Becker
TXN-00644,LIG-PRO-136,MUN-002,ISSUE,-117,2141.47,4/30/2025,PO-0010,Santiago Herrera
TXN-00645,TOO-SPA-211,CHI-002,TRANSFER,-421,777.96,4/18/2025,PO-0056,Keiko Mori
TXN-00646,MEC-BRA-139,DAL-003,RECEIPT,222,258.28,5/14/2025,PO-0033,Dmitri Fedorov
TXN-00647,MEC-STU-132,MUN-002,TRANSFER,-400,1933.96,6/21/2025,PO-0024,Emily Wang
TXN-00648,CAB-ABS-161,NAG-003,TRANSFER,-451,447.34,3/20/2025,PO-0074,Chen Xi
TXN-00649,CAB-ACC-055,OSA-002,TRANSFER,-490,630.5,5/31/2025,PO-0035,Vinay Kumar
TXN-00650,PAC-CLO-137,SAO-001,TRANSFER,-446,2284.44,5/23/2025,PO-0073,Jasmin Berger
TXN-00651,CAB-ABS-161,BAN-001,TRANSFER,-112,447.34,5/5/2025,PO-0060,Nora Lindberg
TXN-00652,MEC-PIN-062,HYD-003,TRANSFER,-360,963.76,4/18/2025,PO-0056,Natalie Singh
TXN-00653,LIG-HAL-082,RIO-002,RECEIPT,334,2402.36,3/25/2025,PO-0053,Yuki Tanaka
TXN-00654,TOO-SPA-211,CHI-002,TRANSFER,-92,777.96,4/7/2025,PO-0088,Camila Morales
TXN-00655,ELE-TRA-061,BER-001,RECEIPT,68,806.08,3/11/2025,PO-0025,Carlos Silva
TXN-00656,MEC-LOC-063,SAO-001,ISSUE,-247,1024.92,6/5/2025,PO-0072,Ben Williams
TXN-00657,PLA-CEN-109,OSA-002,RECEIPT,113,1488.59,3/13/2025,PO-0035,Juan Perez
TXN-00658,PAC-BUB-008,CHI-002,ISSUE,-347,1208.58,6/21/2025,PO-0023,Linda Taylor
TXN-00659,PLA-DOO-219,BAN-001,TRANSFER,-258,2112.77,2/6/2025,PO-0008,Isla Thompson
TXN-00660,BRA-BRA-081,TOK-001,ISSUE,-453,859.67,2/17/2025,PO-0053,James Walker
TXN-00661,LIG-HEA-172,OSA-002,RECEIPT,213,1640.76,3/8/2025,PO-0031,Ananya Iyer
TXN-00662,QUA-MIC-147,NAG-003,TRANSFER,-487,740.49,3/3/2025,PO-0067,Martin Svensson
TXN-00663,CAB-CLU-213,TOK-001,TRANSFER,-138,827.02,6/8/2025,PO-0012,Hannah Becker
TXN-00664,RAW-RUB-154,DEL-002,ISSUE,-178,2134.81,6/30/2025,PO-0095,Mason Hill
TXN-00665,BRA-BRA-207,NAG-003,TRANSFER,-130,401.95,5/20/2025,PO-0028,Nora Lindberg
TXN-00666,LIG-INS-028,HYD-003,RECEIPT,150,929.35,5/24/2025,PO-0053,Sofia Garcia
TXN-00667,TOO-CUT-151,BAN-001,ISSUE,-283,1670.43,5/7/2025,PO-0090,Ananya Iyer
TXN-00668,LIG-HAL-082,FRA-003,ISSUE,-253,2402.36,7/25/2025,PO-0032,Rania El-Sayed
TXN-00669,QUA-DIA-201,BRA-003,RECEIPT,195,2323.42,6/2/2025,PO-0092,Anna Petrova
TXN-00670,TOO-SPA-211,CHI-002,RECEIPT,340,777.96,7/6/2025,PO-0005,Neha Kapoor
TXN-00671,TOO-SCR-170,SAO-001,RECEIPT,363,252.01,7/22/2025,PO-0031,Sofia Garcia
TXN-00672,ELE-ABS-142,BER-001,ISSUE,-337,2132.33,7/30/2025,PO-0047,Jacob Scott
TXN-00673,BRA-BRA-032,FRA-003,RECEIPT,449,71.72,5/25/2025,PO-0050,Liam Johnson
TXN-00674,PLA-STO-101,BRA-003,ISSUE,-164,638.67,2/24/2025,PO-0097,Hannah Becker
TXN-00675,LIG-STE-077,NEW-001,RECEIPT,478,279.17,5/24/2025,PO-0081,Omar Farouk
TXN-00676,QUA-SUR-208,SAO-001,TRANSFER,-218,1658.23,2/9/2025,PO-0036,Isla Thompson
TXN-00677,TOO-SPA-211,SAO-001,ISSUE,-251,777.96,5/17/2025,PO-0043,Andreas Bauer
TXN-00678,PLA-CEN-109,BRA-003,RECEIPT,432,1488.59,3/14/2025,PO-0090,Victor Ivanov
TXN-00679,MEC-CHA-130,DEL-002,ISSUE,-225,690.83,7/5/2025,PO-0094,Tuan Nguyen
TXN-00680,LIG-BRA-189,DAL-003,ISSUE,-365,1586.36,2/8/2025,PO-0098,Takeshi Yamamoto
TXN-00681,BRA-BRA-165,OSA-002,RECEIPT,332,1978.8,5/25/2025,PO-0083,Juan Perez
TXN-00682,LIG-DAS-001,BER-001,RECEIPT,331,244.87,4/20/2025,PO-0041,Noah Becker
TXN-00683,QUA-COL-022,DEL-002,RECEIPT,137,297.42,6/13/2025,PO-0092,Jason Zhao
TXN-00684,CAB-CLU-213,OSA-002,RECEIPT,443,827.02,7/3/2025,PO-0088,Natalie Singh
TXN-00685,PAC-COR-203,DAL-003,ISSUE,-254,461.7,3/7/2025,PO-0034,Mia Johansson
TXN-00686,ELE-IGN-176,TOK-001,ISSUE,-419,538.14,4/14/2025,PO-0026,Isla Thompson
TXN-00687,MEC-WAS-107,DAL-003,RECEIPT,211,535.45,5/8/2025,PO-0074,Julia Novak
TXN-00688,RAW-MIL-006,BAN-001,TRANSFER,-341,2154.76,7/7/2025,PO-0081,Ahmed Khan
TXN-00689,ELE-PAR-023,MUN-002,RECEIPT,144,1516.03,7/30/2025,PO-0022,Takeshi Yamamoto
TXN-00690,TOO-PUN-103,TOK-001,ISSUE,-317,2029.74,4/8/2025,PO-0020,Mohammed Ali
TXN-00691,PAC-PLA-095,HYD-003,TRANSFER,-70,1859.77,2/4/2025,PO-0092,Samuel Kim
TXN-00692,MEC-LAT-112,SAO-001,ISSUE,-433,1365.96,7/23/2025,PO-0064,Daniel Kim
TXN-00693,ELE-ELE-058,NAG-003,RECEIPT,107,406.3,4/10/2025,PO-0037,Victor Hugo
TXN-00694,TOO-DRI-127,BER-001,RECEIPT,230,783.77,3/25/2025,PO-0077,Samuel Wright
TXN-00695,TOO-SPA-211,CHI-002,TRANSFER,-356,777.96,3/21/2025,PO-0054,William Brown
TXN-00696,QUA-FLO-105,SAO-001,RECEIPT,24,1131.78,4/16/2025,PO-0034,Hannah Becker
TXN-00697,LIG-TRU-159,MUN-002,RECEIPT,199,1619.39,6/30/2025,PO-0088,Linda Taylor
TXN-00698,MEC-BUS-118,DEL-002,RECEIPT,250,110.18,3/7/2025,PO-0042,Zara Khalid
TXN-00699,MEC-HIN-102,OSA-002,RECEIPT,375,1234.45,5/10/2025,PO-0091,Laila Haddad
TXN-00700,LIG-BRA-189,TOK-001,ISSUE,-47,1586.36,2/25/2025,PO-0072,Zanele Dlamini
TXN-00701,BRA-ABS-014,DAL-003,RECEIPT,251,308.52,5/2/2025,PO-0078,Martin Svensson
TXN-00702,TOO-DIA-206,TOK-001,TRANSFER,-393,1806.77,2/12/2025,PO-0001,Sofia Garcia
TXN-00703,MEC-CHA-130,TOK-001,ISSUE,-164,690.83,5/13/2025,PO-0086,Anna Petrova
TXN-00704,RAW-LEA-034,BRA-003,TRANSFER,-31,2147.9,6/29/2025,PO-0023,Victor Ivanov
TXN-00705,BRA-BRA-044,FRA-003,ISSUE,-486,1011.98,4/28/2025,PO-0060,Grace O'Connor
TXN-00706,ELE-PAR-023,DAL-003,TRANSFER,-281,1516.03,5/22/2025,PO-0019,Victor Ivanov
TXN-00707,TOO-VER-030,DAL-003,RECEIPT,75,1708.35,6/8/2025,PO-0036,Victor Hugo
TXN-00708,LIG-LED-093,BRA-003,ISSUE,-154,1380.47,4/9/2025,PO-0079,Olivier Laurent
TXN-00709,LIG-GLO-068,FRA-003,ISSUE,-233,2299.66,3/15/2025,PO-0041,Neha Kapoor
TXN-00710,ELE-SPE-126,SAO-001,RECEIPT,294,2203.31,7/19/2025,PO-0082,Natalie Becker
TXN-00711,BRA-CAL-113,BAN-001,RECEIPT,86,158.5,2/14/2025,PO-0030,William Brown
TXN-00712,PLA-SWI-010,MUN-002,ISSUE,-93,1744.51,7/31/2025,PO-0060,Ben Williams
TXN-00713,TOO-VER-030,BRA-003,ISSUE,-30,1708.35,5/25/2025,PO-0046,Yasmine El-Gamal
TXN-00714,RAW-FOA-144,MUN-002,ISSUE,-262,1714.15,3/1/2025,PO-0093,Nora Lindberg
TXN-00715,BRA-BRA-032,DAL-003,RECEIPT,114,71.72,4/14/2025,PO-0024,Abdul Rahman
TXN-00716,PAC-STR-192,FRA-003,ISSUE,-298,2221.35,7/20/2025,PO-0075,Samuel Wright
TXN-00717,BRA-BRA-150,BAN-001,TRANSFER,-402,366.36,6/27/2025,PO-0024,Anton Kuznetsov
TXN-00718,PLA-SID-020,NEW-001,ISSUE,-356,930.12,2/25/2025,PO-0043,Carlos Silva
TXN-00719,TOO-TES-073,OSA-002,TRANSFER,-72,1628.86,5/12/2025,PO-0048,Leo Schneider
